0,1.410436,1.410993
1,1.255001,1.256667
2,1.126276,1.128847
3,1.018191,1.022232
4,0.92595,0.932562
5,0.845669,0.85385
6,0.775725,0.785484
7,0.713741,0.724745
8,0.659162,0.671475
9,0.610101,0.623209
10,0.56646,0.580174
11,0.526716,0.540919
12,0.491595,0.506502
13,0.459754,0.47601
14,0.430874,0.44755
15,0.404723,0.422021
16,0.380505,0.399088
17,0.358974,0.378095
18,0.338787,0.358681
19,0.320552,0.341545
20,0.30321,0.324712
21,0.288386,0.310834
22,0.273902,0.296942
23,0.260241,0.284209
24,0.248251,0.273088
25,0.235667,0.261647
26,0.225336,0.251797
27,0.215365,0.242271
28,0.205465,0.232935
29,0.197131,0.224809
30,0.189625,0.217496
31,0.18141,0.209401
32,0.174568,0.203102
33,0.168285,0.196935
34,0.161663,0.190996
35,0.155503,0.18468
36,0.150259,0.179566
37,0.145293,0.175535
38,0.14013,0.170459
39,0.134901,0.165605
40,0.129891,0.160618
41,0.125524,0.156821
42,0.121123,0.152573
43,0.117042,0.148278
44,0.113234,0.144657
45,0.109449,0.141311
46,0.105451,0.13714
47,0.102029,0.133822
48,0.098923,0.131189
49,0.095855,0.128788
50,0.093082,0.125803
51,0.090471,0.122833
52,0.088139,0.120545
53,0.085924,0.118652
54,0.083523,0.116644
55,0.081292,0.114714
56,0.079346,0.112934
57,0.077254,0.111329
58,0.075339,0.10938
59,0.073527,0.107755
60,0.071604,0.106173
61,0.069977,0.104532
62,0.068069,0.102457
63,0.066568,0.100682
64,0.064952,0.098891
65,0.063489,0.097148
66,0.061969,0.095045
67,0.060684,0.093929
68,0.059265,0.091997
69,0.057837,0.090317
70,0.056231,0.088271
71,0.054792,0.086509
72,0.053485,0.085035
73,0.052255,0.083824
74,0.051062,0.082246
75,0.049721,0.080476
76,0.048533,0.07898
77,0.047392,0.077519
78,0.046424,0.076647
79,0.045469,0.075644
80,0.044283,0.074069
81,0.043393,0.073425
82,0.042516,0.072346
83,0.041618,0.071187
84,0.04081,0.070309
85,0.040031,0.069611
86,0.039189,0.068776
87,0.038396,0.06788
88,0.037563,0.066951
89,0.036811,0.066304
90,0.035969,0.065423
91,0.035229,0.06452
92,0.034559,0.063706
93,0.033866,0.062902
94,0.033175,0.062151
95,0.032426,0.061184
96,0.031816,0.060664
97,0.031125,0.059968
98,0.030561,0.059348
99,0.029981,0.058705
100,0.0294,0.057979
101,0.028888,0.057444
102,0.028377,0.057018
103,0.027889,0.05646
104,0.027377,0.055963
105,0.026911,0.055095
106,0.02648,0.054517
107,0.026052,0.054059
108,0.025555,0.053618
109,0.025055,0.052686
110,0.024629,0.052348
111,0.024279,0.051883
112,0.023908,0.051483
113,0.023477,0.050977
114,0.023082,0.050282
115,0.022727,0.049961
116,0.022405,0.049529
117,0.022094,0.049266
118,0.021771,0.048987
119,0.021388,0.048464
120,0.021028,0.048229
121,0.020694,0.047835
122,0.020365,0.047431
123,0.02009,0.047158
124,0.019813,0.046858
125,0.019436,0.046243
126,0.019146,0.046057
127,0.018913,0.045852
128,0.018595,0.045518
129,0.018337,0.045153
130,0.018081,0.044784
131,0.017791,0.044425
132,0.017545,0.044097
133,0.017296,0.043741
134,0.017052,0.043456
135,0.016782,0.04292
136,0.016534,0.042619
137,0.016289,0.042261
138,0.016083,0.041961
139,0.015893,0.041817
140,0.015698,0.041588
141,0.015503,0.04137
142,0.015259,0.040954
143,0.015068,0.040688
144,0.014893,0.040398
145,0.014706,0.039994
146,0.014529,0.039755
147,0.014375,0.039597
148,0.01421,0.039435
149,0.014042,0.039113
150,0.013878,0.038885
151,0.013728,0.038835
152,0.013559,0.038625
153,0.013404,0.038324
154,0.013277,0.038301
